,Data,User,Pesan,Jam,Tanggal
64,65,Fajar OktavariaBilly,"Weekly Rules :
Price about to break with high vol or above MA10 weekly for at least 3 weeks. Better IF Daily chart form higher low
Price on move closer toward MA50 weekly with preferebly steady increase or tight price consolidation
MA10 weekly and MA50 weekly narrowing and ready to cross up
IF price pullback,volume dry up when price consolidate around MA10 weekly with tight base price
IF Price break up MA10 weekly, MA10 cross MA50 weekly indicating a very strong trend
Strong trend usually caused by earning surprise, Corp act,Sectoral cycle or overall market condition
LEVEL TO WATCH : MA10W = MA50D  MA50W=MA200D

Daily Rules :
Look at the movement of daily price has break MA10 daily for at least 1 Week with high volume
Watch for the next day movement, if price can hold up wait until the MA10 follow the price
Price form higher low, down between 10-20% is the best, or max 33% with price hold up above MA10 Daily
IF Buying in pullback, meaning wait the price to build a base near MA10 creating some ""U"" shape or just tight price movement at least 1 week 
If the price crossing down MA10 but still above MA50 with MA10 narrowing the MA50 when making a pullback base and the price hold up at least 1 week, see the opportunity to entry.
For very Strong uptrend, MA10 daily must above MA50 and MA200 daily for at least 1 Week


When to be patient and Hold or Add more the Stock :
IF buying new position, stay in phase with general market, tighten stop loss (3-5%) needed if the general market is on Bear condition
IF stock up 15% from buy point we can move SL, stock has up 20% must stay profit when sell it
The rules to avg up is add more when stock advance 2-3% from initial buy or wait for the price pullback to MA10 daily in searching for entry reason. Chasing the strong movement = higher risk
KEEP YOUR PORTFOLIO CLEAN AND IN SYNCHRONY WITH THE MARKET
Quality Stock that has up 20% in less than 8 weeks should be held until selling climax. In many case stock that up more than 20% in 1-4 week with increasing vol are the most powerfull candidat. 
Correction or pullback usually 10-20% or still above MA10 Weekly
Membalas : klo boleh tau, tmn2 biasa pake indikator moving average brp? kalau saya, MA20, EMA50, EMA150 dan MA200...apa pendapat suhu2 disi
Indikator Volume, MA (tapi MA untuk pengambilan keputusan sementara aja) *ada niat mau mencoba pivot
Tools fibo, garis, dan channel
",1:48:29 PM,Saturday March 27 2021
65,66,Fajar OktavariaTommy HermesBillyHendro MasoriChai LieHendro MasoriqodriDEN,"ANTM minggu depan ARA wajib pantau beritanya baru di buat media 🤑🤑🤑
wkwk janganla gt om tommy, kan psti ada preferensi chart model gmn..
Membalas : Pasti yang arahnya ke atas
Hooh
klo boleh tau, tmn2 biasa pake indikator moving average brp? kalau saya, MA20, EMA50, EMA150 dan MA200...apa pendapat suhu2 disini dg indikator yg saya pake?
Lanjutkan. Pamit dulu waktunya belanja ke MPPA....  
Nih saya kasih cheat rules saya.. Silahkan kalau mau di backtest.. Dengan catatan rules ini terus di modifikasi sesuai style dan kondisi, bisa cocok bisa ga.. Karena ini hasil trial n error  
Membalas : oww siapp pakde, kl pakde yang lg suka bgt chart saham apa kl blh tau pakde..
Pantau aja di grup ini kalo ada yg ketik “arakan XXXX ndar :rocket::rocket::rocket:”
Membalas : Nah gini khan keren. Grup isinya diskusi bukan debat kusir atau bullying
Chancenya diatas dari 70% yang biasanya ga muncul, hanya muncul untuk blaming others *yuk kita belajar bareng",1:44:41 PM,Saturday March 27 2021
66,67,Tommy Hermesqodri,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
jossss
Membalas : oww siapp pakde, kl pakde yang lg suka bgt chart saham apa kl blh tau pakde..
Pasti yang arahnya ke atas",1:43:00 PM,Saturday March 27 2021
67,68,Fajar OktavariaqodriTommy HermesBillyRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
 🏽 🏽 Toss dulu kak, gaya tradingnya mirip, cari entry yang bener2 oke baru masuk jadinya ga ngasal karena sudah bakalan all in di 1 saham itu
Kalau saya..selama memenuhi rules kombinasi yg saya nyaman maka saya akan lebih PD untuk all in  
Haka all in + margin + pinjol :rocket::rocket::rocket:
Membalas : Entry style saya paling sering base on chart pattern Pak. Breakout with volume saya masuk.
oww siapp pakde, kl pakde yang lg suka bgt chart saham apa kl blh tau pakde..
Membalas : Haka all in + margin + pinjol :rocket::rocket::rocket:
+ bpkb + sertifikat rumah/tanah   ",1:39:38 PM,Saturday March 27 2021
68,69,Tommy Daniel,"Membalas : dare u ? on 1 stock?
Yes

1. Trade a Trend
2. Buy near/at support
3. Stick to trading plan",1:38:15 PM,Saturday March 27 2021
69,70,Eko Bawono,"KIJA saya gak tertarik. Hehehe
Kapan saat AD?
Saat masih uptrend. Definisi uptrend psti beda2 utk tiap orang.
Buat sy : trading setup sy saat breakout base/pola chart dimana harga>ma50>ma200.",,Saturday March 27 2021
70,71,Hendro Masori,"Membalas : kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu
Entry style saya paling sering base on chart pattern Pak. Breakout with volume saya masuk.",1:37:43 PM,Saturday March 27 2021
71,72,Fajar Oktavaria,"1. Siapkan trading plan (baik itu cl/sl, tp, ts, entry point)
2. Sesuaikan dengan time frame masing""",1:35:34 PM,Saturday March 27 2021
72,73,Syrf MaulanaRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : dare u ? on 1 stock?
Selama ini saya kebanyakan begitu kak, saya trading max 2 saham dan selalu hampir menghabiskan semua cash, sisa paling 15% cash saja

So far it works for me, saya bisa memperbesar modal saya jauh dari awal mulai dengan lebi cepat

Ini jg yang membuat saya rajin CL kl kena, karena saya tahu uang saya akan amblas banyak kalau tidak ketat CLnya
Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Setuju pak 
Apalagi kondisi market bgini ya  ",1:32:41 PM,Saturday March 27 2021
73,74,Fajar OktavariaBhagas,"Membalas : Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
bisa web,bisa desktop
tele komplit menang jauh dari whatsapp mksd saya  

dari channel,saved mssg, voice,bikin folder chat/grup dll

*kaya sales tele  
Membalas : dg catatan sekali masuk all in modal ya...
Saya ga pernah all in biasanya saya 2x-3x entry (jarang avg down) kalo baru sekali entry terus udah terbang ya lupakan   *notes entry pertama saya biasanya 50% (50% budget proporsi/emiten bukan 50% total cash)",1:31:24 PM,Saturday March 27 2021
74,75,qodriRays_ManqodriFajar OktavariaRays_ManTommy Danielqodri,"kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu
Membalas : berkat guru-guru disini pak benhan   semenjak para guru disini sharing pengalaman, saya berpendapat tidak perlu waktu lama untu
Kalo udah cuan 10% gak ada salahnya take profit.

Kalo dipraktekkan 10x aja modal udah grow 100%
Membalas : Karena disitu ke sok tahu an saya langsung masuk big
aku bangets  
Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Betul pak tommy  
Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
dg catatan sekali masuk all in modal ya...
Membalas : Dan saya merasa habis2an belajar saham dari sisi waktu. Hampir sll begadang hanya untuk terus belajar.
aku di gremengi bojo  
dare u ? on 1 stock?",1:28:01 PM,Saturday March 27 2021
75,76,Fajar Oktavaria,"kalo belum paham dan gurunya ga muncul di mention aja atau di personal chat, saat itu saya belajar pola pola sampai rewel bener pc pakde   ",1:27:46 PM,Saturday March 27 2021
76,77,Dessy FangqodriHendro MasoriqodriHendro MasoriChai LieHendro MasoriFajar OktavariaHendro MasoriMeneer GregHendro MasoriDessy FangChai LieFajar OktavariaDessy FangChai LieqodriFajar Oktavariaqodri,"Membalas : Bagus topiknya pak, saya jd semangat baca satu per satu chat nya dan save beberapa yang menurut saya bisa dijadikan pelajaran
Dan memang penting pak
iya pak, tp seru jg kl kt diskusi kasikan chart d sini, trs kt masing2 ajukan teknik entry
Membalas : makk minervini bandingannya ah, dia presisi entrynya uda profesional bgt, jgn samain dg yg masi belajar..
Jangan di buat bandingan, tapi buat dijadiin motivasi aja
Ini adalah foto
nih chart minervini, namanya volatility contraction pattern, yok gaes mau entry dmn exit dmn
Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
Membalas : Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
Bisaa
Membalas : Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
Bisa, ini saya di pc
Download apa nama aplikasinya?
Telegram web.. atau instal telegram di pc jg bs
Membalas : Download apa nama aplikasinya?
Pake telegram web paling simple
Membalas : Mohon view Meneer
Mohon izin saya share nanti, kebetulan mau brangkat ke Bogor.

Hutang saya ke bu Nana wis  
Nanti kasih password ke HP
Membalas : Download apa nama aplikasinya?
Nama aplikasinya tetep telegram juga tapi ada juga telegram web
Nah gini khan keren. Grup isinya diskusi bukan debat kusir atau bullying
Ok makasih banyak tmn2  
Dan yg paham mau sharing
Gak cuma senyum2 doang
wkwk siapp pakde
Disini semua masih belajar kok
Makanya kalau ada view yg berbeda bisa untuk masukan
pakde tanya dong
Nanti kalau ada gathering lagiii... izin join ya pakde @hmasori   ",,Saturday March 27 2021
77,78,Meneer Greg,"Membalas : iya ga kelar2 soalnya g bahas trading plan scr keseluruhan qiqiq
Agree...

Memang harusnya satu kesatuan",1:17:22 PM,Saturday March 27 2021
78,79,Andreas Teddy,"Bagus topiknya pak, saya jd semangat baca satu per satu chat nya dan save beberapa yang menurut saya bisa dijadikan pelajaran  
",1:16:04 PM,Saturday March 27 2021
79,80,qodriTeguh SuratmanDenmasBamsqodri,"Membalas : Wah, hot topics ini CL/SL Daripagi belum kelar  
iya ga kelar2 soalnya g bahas trading plan scr keseluruhan qiqiq
Membalas : Dia tipe black and white menurut saya, kl salah ya sudah, cutloss, cari yg lain lagi... Tapi bagusnya dia tipe yang mau belajar
Iya bener mbak...makanya dia sukses jadi trader...    
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
suwun Hu
Membalas : Minervini itu juga ga pernah average down ternyata...just cut if you make wrong decision.
makk minervini bandingannya ah, dia presisi entrynya uda profesional bgt, jgn samain dg yg masi belajar..
kl uda sekelas paul tudor jones, minervini, peter brandt , michaelle koenig, jason leavitt g usa d tny lg mereka liat chart sekilas aja uda tegambar d kepala mereka entry exit hehe",1:11:51 PM,Saturday March 27 2021
80,81,BenhanFajar Oktavaria,"Membalas : Neck line smra yg dimaksud di brp pak Fajar?
neckline CnH berada di area 900-920 (sebenarnya 895-915 tapi saya gunakan angka psikolog aja dan saya ga suka angka ganjil  )
Membalas : Photo
Kalau lewat 1040, saya beli. Sama kayak analisa @sitotom tadi
",12:32:18 PM,Saturday March 27 2021
81,82,Bu NanaRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : saya beruntung di smra untuk tetap bertahan mentalnya buat beli di deket area necklinenya
Neck line smra yg dimaksud di brp pak Fajar?
Membalas : Photo
Kalau masuk sekarang RRnya sudah kurang bagus ya, kecuali kl mau CL d tengah2 kaya di 980an gt lalu tunggu bawah lagi 🤔

Ada banyak strategi sih menurut saya
Membalas : Kalau masuk sekarang RRnya sudah kurang bagus ya, kecuali kl mau CL d tengah2 kaya di 980an gt lalu tunggu bawah lagi 🤔 Ada ba
Ya bu pilihannya klo masuk skrg cl 980",,Saturday March 27 2021
82,83,Bu NanaFajar Oktavaria,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
saya beruntung di smra untuk tetap bertahan mentalnya buat beli di deket area necklinenya    
Membalas : bukan berarti tidak boleh, jika dana terbatas lebih disarankan untuk cl saja apalagi proporsi per emitennya sudah lebih dari 50%
Ya pak Fajar trimakasi utk memperjelas kriteria CL vs Avrg down",12:26:53 PM,Saturday March 27 2021
83,84,Bu NanaRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : Ada peluang #SMRA ...kalo price >1040 ambil posisi entry https://www.tradingview.com/x/4AKP6cYo/
Thank you sharingnya kak, ini yg bikin saya yakin krn dr candle weekly terlihat itu ekor panjang sekali dan volume membesar

@artomoroterus  mungkin beda pandangan saja Bu, baiknya kl trading itu tetap pada analisa sendiri dan trading plan sendiri, karena kalau loss ataupun cuan itu yg kena imbas kita sendiri, bukan orang lain

Minta pendapat itu bagus buat referensi saja, jangan sampai terlalu mempengaruhi plan kita juga kalau memang dirasa plan kita sudah tepat

Dan kalau ternyata teman anda benar dan anda yang salah plannya, ya tinggal lain kali dijadikan rujukan ulang saat bikin plan baru
Pak Benhan RR nya mirip ya pak?
Ini adalah foto
Membalas : Ada peluang #SMRA ...kalo price >1040 ambil posisi entry https://www.tradingview.com/x/4AKP6cYo/
Noted pak Tommy trimakasi sharingnya
Membalas : kalo saya setuju cara Ko MY , CL separuh dulu ketika turun, ketika sdh rebound naik bisa buyback lagi
Sy uda cl smua",12:20:00 PM,Saturday March 27 2021
84,85,Fajar OktavariaBu NanaFajar OktavariafakhranBu Nana,"Membalas : Kalau benar avg Anda 1020, ga perlu ragu Bu. Saya rasa Senin ini ga akan sempat avg down karena harganya dah naik duluan
Tadi pagi saya diskusi ama tmn via pm di bantah ama dia, jelek itu smra , makanya saya cari second opinion
Ini adalah foto
my pleasure     Eko Bawono @JPGDST @RuiAuxilia
Saya hbs CL bbrp saham , makanya cari ganti , posisi triangle eh blm bo malah avrg down tapi malah saham tsb naik lagi dgn akumulasi asing hehe kadang kedistract antara akum asing vs support resis
Membalas : Berarti ngga bole avrg down?
bukan berarti tidak boleh, jika dana terbatas lebih disarankan untuk cl saja apalagi proporsi per emitennya sudah lebih dari 50%",12:15:42 PM,Saturday March 27 2021
85,86,Elon MasBenhanBu Nana,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
Ya bu Rui, CL trus serok bawah, note n makasi plan nya
Membalas : Saya lagi ragu pak Rakhmad, krn uda tinggi tapi masi uptren dan topik pagi ini Adalah avrg down
Kalau benar avg Anda 1020, ga perlu ragu Bu. Saya rasa Senin ini ga akan sempat avg down karena harganya dah naik duluan 
kalo saya setuju cara Ko MY , CL separuh dulu ketika turun, ketika sdh rebound naik bisa buyback lagi",12:14:11 PM,Saturday March 27 2021
86,87,BenhanFajar Oktavaria,"Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
saat itu pertama kali entry (22 jan) saya berpikir itu adalah posisi demand dan berharap besar untuk rebound, namun saat entry tersebut dikarenakan ada kesibukan sehingga saya baru cek olt pada tanggal 27 jan saat itu saya buka olt sudah loss 15%, pada titik ini sama seperti kebanyakan trader lainnya saya sedikit frustasi berpikir mau cl namun terlanjur dalam   
sehingga saya memutuskan wait n see terlebih dahulu, dan pada tanggal 16 februari loss saya sudah menjadi 7%, dititik ini lagi lagi saya bingung ingin memutuskan cl namun cl saya selalu saya batasi di 4-6% sehingga lagi-lagi saya memutuskan untuk wait n see
dan pada tanggal 23 februari saya melihat chart doid gagal dalam menembus resistnya pada sekitar angka 330 disini saya berspekulasi saat itu doid sedang konsolidasi di area 280-330, sehingga saya memutuskan akan melakukan avg down jika harga sudah menyentuh area supportnya di 280-290
pada tanggal 9 maret harga menyentuh area support tersebut saya sudah avg down (Sehingga avg saya ada di 321) disini saya berasumsi doid akan mencoba ke area resistnya lagi dan saya melihat potensi dobot jadi saya memutuskan akan tp di sekitar angka 326-330 jika tidak berhasil confirm dobot

maaf story telling saya jelek    
Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
Nah ini ilustrasi yg baik.
1. Avg 1040, avg down lagi di 990. Skrg harga di 1005
2. Avg 1040, CL di 990, masuk di 950. Skrg harga di 1005.

Hitung aja sendiri mana yg lebih baik posisinya  
",12:07:39 PM,Saturday March 27 2021
87,88,ChezyBenhanRui :rocket:🛩:speedboat::dancer:🏽BenhanTommy DanielBenhanRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
Mantap ini!!  🏼 🏼

Kalau saya sendiri waktu CENT turun k bawah 250 saya CL krn beli avg up jdnya dpt di 262
Kamis setelah bottom lalu membentuk hammer hijau dg volume bagus baru saya masuk lg, di 250 juga
Membalas : Hahaha bener hu Benhan kalo udah ngerasain bakal tau, better kalo pernah loss dulu baru mikir trading itu ternyata bukan easy mo
Nah kalau kita belajar dari pengalaman Pakdhe dan senior2 Traders di sini, start small jadi walaupun rasain loss, masih ga bikin bangkrut tapi knowledge from direct experiencenya tetap dapat. Itu benefitnya ikut grup TT ini
Membalas : Photo
Kalo saya antri di 900-885 

Kalo dibawa turun lagi CL
Bukan ga boleh tapi risk rewardnya besar yg mana
Membalas : Bu Rui gimn klo di case smra?
Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanyalah koreksi saja setelah BO berdasarkan mengecilnya volume.
Jadi waktu bottoming hari kamis terlihat bikin ekor panjang, saya masuk lagi di 950
Membalas : Avg down di saham sebenarnya sama saja membeli lagi saham (tapi code sahamnya sama) di harga yang lebih rendah berharap akan nai
Avg down biasanya selalu subjektif, didasari hope hehe...
Saya setuju, pindah entry yg lain lebih baik, CL ketika masih small loss
Membalas : Berarti ngga bole avrg down?
Saya sih mending beli lagi di akun lain, minimal punya 2 akun lah klo saham tuh",12:02:02 PM,Saturday March 27 2021
88,89,ericko LHatsukoRakhmad Nirmawan NofendiBu NanaKaanz✓Eko BawonoRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : Biar semangat jangan lupa kita menari dulu ya cii SAME na SAME na hey.. heyy..
 🏽 🏽 🏽

Menurut saya CL ataupun avg down, tergantung penggunaannya tepat atau tidak dan ini butuh jam terbang, dimana saya sendiri masi sangat kurang

Yang salah itu kalau tidak introspeksi dan review lalu melakukan kesalahan yang sama diulang2 sampai habis modal
Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
Trima ksh sharingnya pak. Keren ini 
Membalas : Ada 3 sumber pengetahuan: 1. Ikuti kata guru, pemimpin, master, karena kita percaya mereka 2. Hasil analisa sendiri, deduksi log
Hahaha bener hu Benhan kalo udah ngerasain bakal tau, better kalo pernah loss dulu baru mikir trading itu ternyata bukan easy money 
Membalas :  🏽 🏽 🏽 Menurut saya CL ataupun avg down, tergantung penggunaannya tepat atau tidak dan ini butuh jam terbang, dimana saya
Bu Rui gimn klo di case smra?

Membalas : Average down saya selama ini cuma berhasil untuk keluar di break even modal. Dan itu butuh berminggu2 nunggu reversalnya... Di
Avg down di saham sebenarnya sama saja membeli lagi saham (tapi code sahamnya sama) di harga yang lebih rendah berharap akan naik ke harga breakevennya atau lebih. Sama saja dengan cutloss saham tadi terus membeli saham lain yang diharapkan akan naik juga (cuma kode saham nya pasti berbeda). Karena sudah salah posisi harusnya jangan avg down. Pindah ke lain saham.
Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
thankyou pak
",11:51:14 AM,Saturday March 27 2021
89,90,Fajar OktavariaBu NanaDendi KadarsanBu Nanahery,"Membalas : Dah di baca blm buku nya  
baru mulai di pdf. mau cari buku fisik aja, lebih nyaman  
Tapi kadang lupa beli klo ngga cicil
Membalas : Photo
Wuidih pada berani yaak avrg don
Membalas : Wuidih pada berani yaak avrg don
Berarti ngga bole avrg down?
Ini adalah foto",11:38:40 AM,Saturday March 27 2021
90,91,Bu Nana,Smra masi uptren,11:38:22 AM,Saturday March 27 2021
91,92,Billy,"Membalas : guilty as charged
Dah di baca blm buku nya  ",11:38:07 AM,Saturday March 27 2021
92,93,Ed SuwuBu NanaheryDessy FangTommy Daniel,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Jadi investor ya instead of trader  
Mnurut sy gitu hehe..

Krn pas awal2 tradding lbh sering cutloss, jd ke-trigger utk belajar...
Membalas :   
guilty as charged
Buat nandain pak biar ngga lupa beli
Membalas : Kalau avg nya segitu, harga closing kemarin 1005, kenapa avg down? Mending tunggu dia konfirm naik baru avg up
Kurang lebih saya sama dgn Om Ben",11:36:03 AM,Saturday March 27 2021
93,94,Dessy FangBenhanEd SuwuSupriyantoAgusDessy Fang,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Imho, modal akan abis klo ga melakukan improve...
Ketika msh uptren dan koreksi dengan volume yg kecil
Kalo turun, kita average down 2x di bottom
Membalas : Photo
Bisa tolong kasih tanda beli awalnya dititik mana dan knp beli d situ?
Membalas : 1020
Kalau avg nya segitu, harga closing kemarin 1005, kenapa avg down? Mending tunggu dia konfirm naik baru avg up
Klo abis cutloss trs mperbaiki posisi entry en strategi tradding, bisa menutupi loss sblmny",11:33:50 AM,Saturday March 27 2021
94,95,Bu NanaEko BawonoRatih Estiani,"Membalas : Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir... 🤔🤔 🤣🤣🤣 Pagi2 baca grup isinya bagus bagus
Biar semangat jangan lupa kita menari dulu ya cii SAME na SAME na hey.. heyy..    
Membalas : Ketika turun ke support kuat, dimana sebelumnya kita beli di support di atas nya (sebelum S kuat) sebagai spec buy Duh belib
Trima ksh pendapatnya
Membalas : Avg nya skrg berapa?
1020",11:33:07 AM,Saturday March 27 2021
95,96,Eko BawonoBenhanSupriyanto,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Terus topup lagi serok bawah
Membalas : Photo
Avg nya skrg berapa?
Membalas : Terus topup lagi serok bawah
Lebih mantap lagi ini sarannya. Buat cepat bangkrut.  
Membalas : menurut saya saat trend belum terpatahkan dan saat masih di area konsolidasinya atau jika terlanjur dalam saat adanya tanda reve
Terima kasih pak. Apakah berkenan share pengalaman dg sertakan chartnya. Utk sobat TT dan sy belajar. Trima ksh",11:30:03 AM,Saturday March 27 2021
96,97,Benhan,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Ini advice yg ga bener",11:28:20 AM,Saturday March 27 2021
97,98,Fajar Oktavaria,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
keseringan cutloss kalo ga belajar dari salah entry iya modal lama-lama abis *digaris bawahi ""ga belajar dari salah entry""",11:28:05 AM,Saturday March 27 2021
98,99,Bu Nana,"Pagi TT , apa ini saat yg tepat buat avrg down smra ? Di 1000 sd 950?
Ini adalah foto",11:27:30 AM,Saturday March 27 2021
99,100,UMARSupriyanto,"Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Lho cutloss justru melindungi modal",11:23:37 AM,Saturday March 27 2021
100,101,qodriBenhan,"timing the market salah satu yang paling sulit, mmg learnable, makanya bagi yang kesusahan timing the market pada pake MM ketat dalam entry, and it works too
Membalas : kl mau kayak gt presisi entry hrs bener2 bgs, netode entry hrs sudah terbukti baik, kl ngga yang ada frustasi CL, dan sama aja,
Saat CL, sekaligus adalah saat introspeksi. Direview kenapa masuknya salah. Sehingga setiap kekalahan jadi pelajaran yg diingat.
Kalau ga ada trading journal ya setiap CL ga nambah pinter kita.

Problemnya kalau ga CL itu floating loss belum dianggap kekalahan, jadi ga belajar2
setuju.. mksd saya jangan CL banyak2 br belajar, backtest metode entry yang baik supaya g bnyk x rugi belajarnya..
",,Saturday March 27 2021
101,102,qodriBudi LukmanFajar OktavariaBenhan,"Tentunya average down saat belum capai toleransi cutloss ya masih OK. Misalnya SAME pas koreksi sebelum RI dan kemarin2 CENT pas koreksi dikit saya avg down masih OK, karena cuma turun sedikit belum reversal trend
Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Ini sangat efektif
sedikit curhat dari saya yang newbie ini pernah nyoba avg down dan buat saya managenya lebih sulit karna dipikiran saya seperti tidak mau mengakui bahwa saya salah posisi dan sulit sekali ingin cl (walaupun sudah tau posisi clnya), sehingga akhirnya saya sekarang langsung 50% alokasi/peremiten (bukan 50%cash)
jika trend berlanjut saya avg up atau tp lalu ambil posisi lagi, dan jika entry point pertama saya rasa salah saya langsung cl dan ambil posisi lainnya lagi atau pindah ke saham lain
Membalas : Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
Terima kasih pak, God bless  🏼
Saya sebagai investor pemula dari Des 2020 sangat terbantu sekali dengan grup ini. Pendapat2 dari senior2 dan teman2 disini memberikan wawasan yg lebih luas buat saya.
God bless you all  🏼
kl mau kayak gt presisi entry hrs bener2 bgs, netode entry hrs sudah terbukti baik, kl ngga yang ada frustasi CL, dan sama aja, build up jg ruginya",11:07:35 AM,Saturday March 27 2021
102,103,Frendi cari-araBilly,"Membalas : Cara pilih saham yg dia trading seperti apa ya hu bill?
Baca buku nya disitu di ungkap strategy dia hehe
Membalas : Average down saya selama ini cuma berhasil untuk keluar di break even modal. Dan itu butuh berminggu2 nunggu reversalnya... Di
Ini bener saya jg rasain sendiri. Malah bukan opportunity loss aja, menganggu psikologis trading ini lebih bahaya. Skrg udh ga pake hati Kalo CL ya CL drpd terjerembab butuh minggu/bulan buat balik",11:05:07 AM,Saturday March 27 2021
103,104,"OL00 Oles sandroBenhanDiVeN LeeBenhanApt, Yulianto Wijaya S Farm, RTA (FRED)Iyan YPBenhan","Membalas : jgn lupa harus punya skill analisa sehingga bisa membuat konsensus yg bisa memutuskan utk mengambil kesimpulan buy, hold or sell
Tentunya. Dan analisanya yg objektif tanpa dipengaruhi hope dan fear
Membalas : msh di tempat lama ??
masih di mirae om   dah 3 tahun ga ketemu yak
hahaha iyaa
Membalas : Photo
Kalau lihat Minervini ini, win ratenya juga cuma 50% tapi gainnya jauh lebih banyak karena ia ga biarkan lossnya jadi gede, di CL di sekitar 7% sementara profitnya dibiarkan grow sampai ada yg > 50%
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Mantul
Average down saya selama ini cuma berhasil untuk keluar di break even modal.
Dan itu butuh berminggu2 nunggu reversalnya...

Di pasar yg bullish, bayangkan betapa banyaknya miss opportunity untuk cuan di saham lainnya dg modal yg nyangkut itu.

Jadi next time saya langsung cut loss dan move on aja. Akui salah dan cari saham lainnya.
Membalas : Photo
Cara pilih saham yg dia trading seperti apa ya hu bill?",10:56:35 AM,Saturday March 27 2021
104,105,"Eko BawonoDessy FangApt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : avg down or up kalo sudah ada startegi TA, story fundamental perusahaan, atur money management harusnya aman.
yess tes lot kecil salah satu strategi —> setuju
Membalas : Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up
Ini sy nonton pak   krn dlu sempat anti avg up, takut khilangan hrg murah  
Kapan sebaiknya AD?",10:55:41 AM,Saturday March 27 2021
