,Data,User,Pesan,Jam,Tanggal
173,174,Andreas Teddy,"Membalas : Wah, hot topics ini CL/SL Daripagi belum kelar  
Bagus topiknya pak, saya jd semangat baca satu per satu chat nya dan save beberapa yang menurut saya bisa dijadikan pelajaran  
",1:16:04 PM,Saturday March 27 2021
174,175,qodri,"Membalas : Minervini itu juga ga pernah average down ternyata...just cut if you make wrong decision.
makk minervini bandingannya ah, dia presisi entrynya uda profesional bgt, jgn samain dg yg masi belajar..
kl uda sekelas paul tudor jones, minervini, peter brandt , michaelle koenig, jason leavitt g usa d tny lg mereka liat chart sekilas aja uda tegambar d kepala mereka entry exit hehe",1:13:17 PM,Saturday March 27 2021
175,176,DenmasBams,"Membalas : Dia tipe black and white menurut saya, kl salah ya sudah, cutloss, cari yg lain lagi... Tapi bagusnya dia tipe yang mau belajar
Iya bener mbak...makanya dia sukses jadi trader...    ",1:12:16 PM,Saturday March 27 2021
176,177,qodri,"Membalas : Wah, hot topics ini CL/SL Daripagi belum kelar  
iya ga kelar2 soalnya g bahas trading plan scr keseluruhan qiqiq",1:11:51 PM,Saturday March 27 2021
177,178,Kaanz ,"Membalas : Nah kalau kita belajar dari pengalaman Pakdhe dan senior2 Traders di sini, start small jadi walaupun rasain loss, masih ga bikin
Betul pak benhan saya juga mikir sayang modal segini aja naik turun, kalo di hitung dari jurnal trading masih tergolong impas sama modal dulu , mau nambah modal, masih mikir dulu, lah kamu aja belum bisa kasih cuan konsisten mau nambah modal iya kalo profit kalo los bisa berabe  ",1:11:48 PM,Saturday March 27 2021
178,179,Fajar Oktavaria,"Membalas : Ini nih yg namanya cut your loss and protect your profit  
berkat guru-guru disini pak benhan  
semenjak para guru disini sharing pengalaman, saya berpendapat tidak perlu waktu lama untuk bisa ""cut your loss and protect your profit"" atau sederhanakan saja menjaga modal
cukup akui kesalahan dan belajar dari kesalahan   
*notes jika ada yang bertanya saat itu kesalahan terbesar saya dimana, itu saat asri dan dkft htf (disini saya tidak mempersiapkan TS ataupun SL)",12:59:50 PM,Saturday March 27 2021
179,180,Benhan,"Membalas : sudah tp di 450 pak kemarin karna sudah 3x tidak kuat close diatas itu tapi jika kemarin saya belum tp saya masang ts di 414 (-4
Ini nih yg namanya cut your loss and protect your profit  ",12:54:37 PM,Saturday March 27 2021
180,181,Ninok Eyiz,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Saya ikut yg ini juga. CL dengan tabah dan berani.  cari profit di emiten lain aja.",12:50:05 PM,Saturday March 27 2021
181,182,Rita Efendy,"*Indonesia Investment Education (IIE) are inviting you to a scheduled Zoom meeting.*

With: 
*Bapak. Adrian Syarkawie*
*_CEO_*
*PT Mahaka Media Tbk (ABBA)*
*PT Mahaka Radio Integra Tbk (MARI)*

*Bapak Henky Prihatna*
*Digital Advisor*

:pushpin: Topic: 
*Mahaka Group s Digital Transformation*
 
:date: Date: 
*Saturday , 27th March 2021*

:alarm_clock: Time:
*1.00-3.00 pm*

Agenda:

:pushpin: Presentation
:pushpin: Q & A
:pushpin: Technical Review by *Glen Riyadi*

Hosted By: 
*Willinoy Sitorus*
*Rita Efendy*

Free but Limited Slots !
Kindly Note Down The Time and Date*

Join Zoom Meeting
https://us02web.zoom.us/j/85816716575?pwd=SXR4UkR2aCtHbGpja1VZNUxPa0g1dz09

Meeting ID: 858 1671 6575
Passcode: 434972
=======

YouTube Live Streaming :arrow_down::arrow_down::arrow_down:

https://www.youtube.com/watch?v=shUvcKuNy88

*_Don t forget to Follow, Like and Share_*:rainbow:",12:48:45 PM,Saturday March 27 2021
182,183,Fajar Oktavaria,"Membalas : Mantap, set stoploss di berapa skrg DOID
engga cutloss jadinya pak, malahan jadi profit  ",12:44:58 PM,Saturday March 27 2021
183,184,Benhan,"Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
Mantap, set stoploss di berapa skrg DOID",12:43:55 PM,Saturday March 27 2021
184,185,Fajar Oktavaria,"Membalas : Smra bisa long ya pak?
long term ? saya rasa bisa, itu mau RI *tapi tetap siapkan trading plan",12:43:19 PM,Saturday March 27 2021
185,186,Bu Nana,"Membalas : Mau corporate action Bu, coba diriset
Iya baca disini kata bu Rui mau RI",12:43:10 PM,Saturday March 27 2021
186,187,Benhan,"Membalas : Smra bisa long ya pak?
Mau corporate action Bu, coba diriset",12:42:35 PM,Saturday March 27 2021
187,188,Bu Nana,"Membalas : monggo https://www.tradingview.com/x/1sWGUIll/ @artomoroterus *revisi, tadi fibonya belum saya ubah
Smra bisa long ya pak?",12:42:09 PM,Saturday March 27 2021
188,189,Down now,"Membalas : Temen disini waktu covid bulan Maret ada yg potensi loss sampai 70% tapi habis skg sdh berbalik profit hampir 100%..klau ada ang
   ",12:42:02 PM,Saturday March 27 2021
189,190,Rui :rocket: :speedboat::dancer: ,"Membalas : Minervini itu juga ga pernah average down ternyata...just cut if you make wrong decision.
Dia tipe black and white menurut saya, kl salah ya sudah, cutloss, cari yg lain lagi... Tapi bagusnya dia tipe yang mau belajar dari kesalahan, which make him a legendary trader

He religiously stick to his trading style and trading plan, and keep practicing and improving on it makanya jadi top",12:38:01 PM,Saturday March 27 2021
190,191,Hendro Masori,"Baru liat EIDO...
Ini adalah foto
Sayang weekend. Senin IHSG suka amnesia.   ",12:37:23 PM,Saturday March 27 2021
191,192,DenmasBams,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Minervini itu juga ga pernah average down ternyata...just cut if you make wrong decision.",12:34:05 PM,Saturday March 27 2021
192,193,Fajar Oktavaria,"Membalas : Neck line smra yg dimaksud di brp pak Fajar?
neckline CnH berada di area 900-920 (sebenarnya 895-915 tapi saya gunakan angka psikolog aja dan saya ga suka angka ganjil  )",12:32:18 PM,Saturday March 27 2021
193,194,Bu Nana,"Membalas : bukan berarti tidak boleh, jika dana terbatas lebih disarankan untuk cl saja apalagi proporsi per emitennya sudah lebih dari 50%
Ya pak Fajar trimakasi utk memperjelas kriteria CL vs Avrg down
Neck line smra yg dimaksud di brp pak Fajar?",12:28:43 PM,Saturday March 27 2021
194,195,Fajar Oktavaria,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
saya beruntung di smra untuk tetap bertahan mentalnya buat beli di deket area necklinenya    ",12:26:53 PM,Saturday March 27 2021
195,196,Bu Nana,"Pak Benhan RR nya mirip ya pak?
Ini adalah foto
Membalas : Ada peluang #SMRA ...kalo price >1040 ambil posisi entry https://www.tradingview.com/x/4AKP6cYo/
Noted pak Tommy trimakasi sharingnya
Membalas : kalo saya setuju cara Ko MY , CL separuh dulu ketika turun, ketika sdh rebound naik bisa buyback lagi
Sy uda cl smua",12:21:08 PM,Saturday March 27 2021
196,197,Rui :rocket: :speedboat::dancer: ,"Membalas : Ada peluang #SMRA ...kalo price >1040 ambil posisi entry https://www.tradingview.com/x/4AKP6cYo/
Thank you sharingnya kak, ini yg bikin saya yakin krn dr candle weekly terlihat itu ekor panjang sekali dan volume membesar

@artomoroterus  mungkin beda pandangan saja Bu, baiknya kl trading itu tetap pada analisa sendiri dan trading plan sendiri, karena kalau loss ataupun cuan itu yg kena imbas kita sendiri, bukan orang lain

Minta pendapat itu bagus buat referensi saja, jangan sampai terlalu mempengaruhi plan kita juga kalau memang dirasa plan kita sudah tepat

Dan kalau ternyata teman anda benar dan anda yang salah plannya, ya tinggal lain kali dijadikan rujukan ulang saat bikin plan baru",12:20:00 PM,Saturday March 27 2021
197,198,Fajar Oktavaria,"Membalas : Berarti ngga bole avrg down?
bukan berarti tidak boleh, jika dana terbatas lebih disarankan untuk cl saja apalagi proporsi per emitennya sudah lebih dari 50%",12:18:57 PM,Saturday March 27 2021
198,199,Bu Nana,"Saya hbs CL bbrp saham , makanya cari ganti , posisi triangle eh blm bo malah avrg down tapi malah saham tsb naik lagi dgn akumulasi asing hehe kadang kedistract antara akum asing vs support resis",12:17:31 PM,Saturday March 27 2021
199,200,Bu Nana,"Membalas : Kalau benar avg Anda 1020, ga perlu ragu Bu. Saya rasa Senin ini ga akan sempat avg down karena harganya dah naik duluan
Tadi pagi saya diskusi ama tmn via pm di bantah ama dia, jelek itu smra , makanya saya cari second opinion",12:15:42 PM,Saturday March 27 2021
200,201,Benhan,"Membalas : Saya lagi ragu pak Rakhmad, krn uda tinggi tapi masi uptren dan topik pagi ini Adalah avrg down
Kalau benar avg Anda 1020, ga perlu ragu Bu. Saya rasa Senin ini ga akan sempat avg down karena harganya dah naik duluan ",12:14:40 PM,Saturday March 27 2021
201,202,Bu Nana,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
Ya bu Rui, CL trus serok bawah, note n makasi plan nya",12:14:11 PM,Saturday March 27 2021
202,203,Bu Nana,"Saya lagi ragu pak Rakhmad, krn uda tinggi tapi masi uptren dan topik pagi ini   Adalah avrg down",12:12:00 PM,Saturday March 27 2021
203,204,Frendi cari-ara,"Membalas : Nah ini ilustrasi yg baik. 1. Avg 1040, avg down lagi di 990. Skrg harga di 1005 2. Avg 1040, CL di 990, masuk di 950. Skrg harg
Yg begini masuk akal cuma kalo pemula kayak saya, ga boleh banyak brg. Susah mantau dan hitung nya. Memang hrs punya stock universe sendiri jd luar kepala kalo ada deviasi lgsg tau what to do",12:11:03 PM,Saturday March 27 2021
204,205,Benhan,"Nah ini ilustrasi yg baik.
1. Avg 1040, avg down lagi di 990. Skrg harga di 1005
2. Avg 1040, CL di 990, masuk di 950. Skrg harga di 1005.

Hitung aja sendiri mana yg lebih baik posisinya  
",12:08:18 PM,Saturday March 27 2021
205,206,Fajar Oktavaria,"Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
saat itu pertama kali entry (22 jan) saya berpikir itu adalah posisi demand dan berharap besar untuk rebound, namun saat entry tersebut dikarenakan ada kesibukan sehingga saya baru cek olt pada tanggal 27 jan saat itu saya buka olt sudah loss 15%, pada titik ini sama seperti kebanyakan trader lainnya saya sedikit frustasi berpikir mau cl namun terlanjur dalam   
sehingga saya memutuskan wait n see terlebih dahulu, dan pada tanggal 16 februari loss saya sudah menjadi 7%, dititik ini lagi lagi saya bingung ingin memutuskan cl namun cl saya selalu saya batasi di 4-6% sehingga lagi-lagi saya memutuskan untuk wait n see
dan pada tanggal 23 februari saya melihat chart doid gagal dalam menembus resistnya pada sekitar angka 330 disini saya berspekulasi saat itu doid sedang konsolidasi di area 280-330, sehingga saya memutuskan akan melakukan avg down jika harga sudah menyentuh area supportnya di 280-290
pada tanggal 9 maret harga menyentuh area support tersebut saya sudah avg down (Sehingga avg saya ada di 321) disini saya berasumsi doid akan mencoba ke area resistnya lagi dan saya melihat potensi dobot jadi saya memutuskan akan tp di sekitar angka 326-330 jika tidak berhasil confirm dobot

maaf story telling saya jelek    ",12:07:39 PM,Saturday March 27 2021
206,207,Chezy,"Membalas : Berarti ngga bole avrg down?
Saya sih mending beli lagi di akun lain, minimal punya 2 akun lah klo saham tuh",12:05:18 PM,Saturday March 27 2021
207,208,Benhan,"Membalas : Avg down di saham sebenarnya sama saja membeli lagi saham (tapi code sahamnya sama) di harga yang lebih rendah berharap akan nai
Avg down biasanya selalu subjektif, didasari hope hehe...
Saya setuju, pindah entry yg lain lebih baik, CL ketika masih small loss",12:05:11 PM,Saturday March 27 2021
208,209,Rui :rocket: :speedboat::dancer: ,"Membalas : Bu Rui gimn klo di case smra?
Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanyalah koreksi saja setelah BO berdasarkan mengecilnya volume.
Jadi waktu bottoming hari kamis terlihat bikin ekor panjang, saya masuk lagi di 950",12:04:43 PM,Saturday March 27 2021
209,210,Benhan,"Membalas : Berarti ngga bole avrg down?
Bukan ga boleh tapi risk rewardnya besar yg mana",12:03:56 PM,Saturday March 27 2021
210,211,Benhan,"Membalas : Hahaha bener hu Benhan kalo udah ngerasain bakal tau, better kalo pernah loss dulu baru mikir trading itu ternyata bukan easy mo
Nah kalau kita belajar dari pengalaman Pakdhe dan senior2 Traders di sini, start small jadi walaupun rasain loss, masih ga bikin bangkrut tapi knowledge from direct experiencenya tetap dapat. Itu benefitnya ikut grup TT ini",12:02:28 PM,Saturday March 27 2021
211,212,Rui :rocket: :speedboat::dancer: ,"Membalas : ini pada case saat terlanjur dalam https://www.tradingview.com/x/bvz254Wp/
Mantap ini!!     

Kalau saya sendiri waktu CENT turun k bawah 250 saya CL krn beli avg up jdnya dpt di 262
Kamis setelah bottom lalu membentuk hammer hijau dg volume bagus baru saya masuk lg, di 250 juga",12:02:02 PM,Saturday March 27 2021
212,213,Hatsuko,"Membalas : Average down saya selama ini cuma berhasil untuk keluar di break even modal. Dan itu butuh berminggu2 nunggu reversalnya... Di
Avg down di saham sebenarnya sama saja membeli lagi saham (tapi code sahamnya sama) di harga yang lebih rendah berharap akan naik ke harga breakevennya atau lebih. Sama saja dengan cutloss saham tadi terus membeli saham lain yang diharapkan akan naik juga (cuma kode saham nya pasti berbeda). Karena sudah salah posisi harusnya jangan avg down. Pindah ke lain saham.",11:56:54 AM,Saturday March 27 2021
213,214,Bu Nana,"Membalas :        Menurut saya CL ataupun avg down, tergantung penggunaannya tepat atau tidak dan ini butuh jam terbang, dimana saya
Bu Rui gimn klo di case smra?",11:53:47 AM,Saturday March 27 2021
214,215,Kaanz ,"Membalas : Ada 3 sumber pengetahuan: 1. Ikuti kata guru, pemimpin, master, karena kita percaya mereka 2. Hasil analisa sendiri, deduksi log
Hahaha bener hu Benhan kalo udah ngerasain bakal tau, better kalo pernah loss dulu baru mikir trading itu ternyata bukan easy money ",11:53:42 AM,Saturday March 27 2021
215,216,Rui :rocket: :speedboat::dancer: ,"Membalas : Biar semangat jangan lupa kita menari dulu ya cii SAME na SAME na hey.. heyy..
      

Menurut saya CL ataupun avg down, tergantung penggunaannya tepat atau tidak dan ini butuh jam terbang, dimana saya sendiri masi sangat kurang

Yang salah itu kalau tidak introspeksi dan review lalu melakukan kesalahan yang sama diulang2 sampai habis modal",11:51:14 AM,Saturday March 27 2021
216,217,Bu Nana,"Membalas : Wuidih pada berani yaak avrg don
Berarti ngga bole avrg down?",11:46:03 AM,Saturday March 27 2021
217,218,hery,"Membalas : Dah di baca blm buku nya  
baru mulai di pdf. mau cari buku fisik aja, lebih nyaman  ",11:38:40 AM,Saturday March 27 2021
218,219,Bu Nana,Smra masi uptren,11:38:22 AM,Saturday March 27 2021
219,220,Billy,"Membalas : guilty as charged
Dah di baca blm buku nya  ",11:38:07 AM,Saturday March 27 2021
220,221,Ed Suwu,"Membalas : Kalau avg nya segitu, harga closing kemarin 1005, kenapa avg down? Mending tunggu dia konfirm naik baru avg up
Kurang lebih saya sama dgn Om Ben",11:37:39 AM,Saturday March 27 2021
221,222,Dessy Fang,"Mnurut sy gitu hehe..

Krn pas awal2 tradding lbh sering cutloss, jd ke-trigger utk belajar...",11:36:44 AM,Saturday March 27 2021
222,223,Tommy Daniel,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Jadi investor ya instead of trader  ",11:36:03 AM,Saturday March 27 2021
223,224,Dessy Fang,"Klo abis cutloss trs mperbaiki posisi entry en strategi tradding, bisa menutupi loss sblmny",11:35:38 AM,Saturday March 27 2021
224,225,Benhan,"Membalas : 1020
Kalau avg nya segitu, harga closing kemarin 1005, kenapa avg down? Mending tunggu dia konfirm naik baru avg up",11:35:36 AM,Saturday March 27 2021
225,226,Supriyanto,"Kalo turun, kita average down 2x di bottom",11:34:58 AM,Saturday March 27 2021
226,227,Dessy Fang,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Imho, modal akan abis klo ga melakukan improve...",11:33:50 AM,Saturday March 27 2021
227,228,Ratih Estiani,"Membalas : Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir...        Pagi2 baca grup isinya bagus bagus
Biar semangat jangan lupa kita menari dulu ya cii SAME na SAME na hey.. heyy..    ",11:33:07 AM,Saturday March 27 2021
228,229,Supriyanto,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Terus topup lagi serok bawah",11:30:03 AM,Saturday March 27 2021
229,230,Benhan,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
Ini advice yg ga bener",11:28:20 AM,Saturday March 27 2021
230,231,Fajar Oktavaria,"Membalas : Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja
keseringan cutloss kalo ga belajar dari salah entry iya modal lama-lama abis *digaris bawahi ""ga belajar dari salah entry""",11:28:05 AM,Saturday March 27 2021
231,232,Bu Nana,"Pagi TT , apa ini saat yg tepat buat avrg down smra ? Di 1000 sd 950?
Ini adalah foto",11:27:30 AM,Saturday March 27 2021
232,233,UMAR,Lho cutloss justru melindungi modal,11:26:25 AM,Saturday March 27 2021
233,234,Supriyanto,Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja,11:23:37 AM,Saturday March 27 2021
234,235,qodri,"setuju.. mksd saya jangan CL banyak2 br belajar, backtest metode entry yang baik supaya g bnyk x rugi belajarnya..
",11:12:16 AM,Saturday March 27 2021
235,236,Benhan,"Membalas : kl mau kayak gt presisi entry hrs bener2 bgs, netode entry hrs sudah terbukti baik, kl ngga yang ada frustasi CL, dan sama aja,
Saat CL, sekaligus adalah saat introspeksi. Direview kenapa masuknya salah. Sehingga setiap kekalahan jadi pelajaran yg diingat.
Kalau ga ada trading journal ya setiap CL ga nambah pinter kita.

Problemnya kalau ga CL itu floating loss belum dianggap kekalahan, jadi ga belajar2",11:11:16 AM,Saturday March 27 2021
236,237,qodri,"kl mau kayak gt presisi entry hrs bener2 bgs, netode entry hrs sudah terbukti baik, kl ngga yang ada frustasi CL, dan sama aja, build up jg ruginya
timing the market salah satu yang paling sulit, mmg learnable, makanya bagi yang kesusahan timing the market pada pake MM ketat dalam entry, and it works too",11:08:56 AM,Saturday March 27 2021
237,238,Fajar Oktavaria,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Ini sangat efektif
sedikit curhat dari saya yang newbie ini pernah nyoba avg down dan buat saya managenya lebih sulit karna dipikiran saya seperti tidak mau mengakui bahwa saya salah posisi dan sulit sekali ingin cl (walaupun sudah tau posisi clnya), sehingga akhirnya saya sekarang langsung 50% alokasi/peremiten (bukan 50%cash)
jika trend berlanjut saya avg up atau tp lalu ambil posisi lagi, dan jika entry point pertama saya rasa salah saya langsung cl dan ambil posisi lainnya lagi atau pindah ke saham lain",11:08:09 AM,Saturday March 27 2021
238,239,Benhan,"Tentunya average down saat belum capai toleransi cutloss ya masih OK. Misalnya SAME pas koreksi sebelum RI dan kemarin2 CENT pas koreksi dikit saya avg down masih OK, karena cuma turun sedikit belum reversal trend",11:07:35 AM,Saturday March 27 2021
239,240,Frendi cari-ara,"Membalas : Average down saya selama ini cuma berhasil untuk keluar di break even modal. Dan itu butuh berminggu2 nunggu reversalnya... Di
Ini bener saya jg rasain sendiri. Malah bukan opportunity loss aja, menganggu psikologis trading ini lebih bahaya. Skrg udh ga pake hati Kalo CL ya CL drpd terjerembab butuh minggu/bulan buat balik",11:06:27 AM,Saturday March 27 2021
240,241,Billy,Baca buku nya disitu di ungkap strategy dia hehe,11:05:07 AM,Saturday March 27 2021
241,242,Benhan,"Average down saya selama ini cuma berhasil untuk keluar di break even modal.
Dan itu butuh berminggu2 nunggu reversalnya...

Di pasar yg bullish, bayangkan betapa banyaknya miss opportunity untuk cuan di saham lainnya dg modal yg nyangkut itu.

Jadi next time saya langsung cut loss dan move on aja. Akui salah dan cari saham lainnya.",11:04:17 AM,Saturday March 27 2021
242,243,Benhan,"Membalas : jgn lupa harus punya skill analisa sehingga bisa membuat konsensus yg bisa memutuskan utk mengambil kesimpulan buy, hold or sell
Tentunya. Dan analisanya yg objektif tanpa dipengaruhi hope dan fear",10:56:35 AM,Saturday March 27 2021
243,244,Dessy Fang,"Membalas : Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up
Ini sy nonton pak   krn dlu sempat anti avg up, takut khilangan hrg murah  ",10:56:10 AM,Saturday March 27 2021
244,245,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : avg down or up kalo sudah ada startegi TA, story fundamental perusahaan, atur money management harusnya aman.
yess tes lot kecil salah satu strategi  > setuju",10:55:41 AM,Saturday March 27 2021
245,246,Iyan YP,"avg down or up kalo sudah ada startegi TA, story fundamental perusahaan, atur money management harusnya aman.",10:55:00 AM,Saturday March 27 2021
246,247,Zain,"Membalas :  If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss? When thin
mencerahkan",10:53:14 AM,Saturday March 27 2021
247,248,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
avg down saat trend turun karena kita ga pernah tau dimana low harga suatu emiten (semua hanya prediksi/ analisa aja)  -> bunuh diri namanya (menurut gw)",10:52:51 AM,Saturday March 27 2021
248,249,Dessy Fang,"Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
Nah ini... akhirnya sy belajar strategi avg down & avg up, juga TP sebagian..

Cicil beli cicil jual..",10:51:50 AM,Saturday March 27 2021
249,250,Iyan YP,"Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
setuju om",10:51:30 AM,Saturday March 27 2021
250,251,hmin918,"Membalas : Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up
av down juga harus ada batas bawah.. sampai harga berapa... dan cut loss di mana",10:50:37 AM,Saturday March 27 2021
251,252,Hendro Masori,"Membalas : Klo sy jujur lebih kuat fear nya dr pd fomo, Lbh gampang cutloss drpd TP krn panik. Akibatnya keseringan abis cutloss eh malah t
Mbak Dessy mustinya bersyukur. Gak banyak yg lebih gede fearnya. Meski juga sama sama merugikan, paling nggak lossnya gak akan sedalam yg lebih gede greed nya",10:50:06 AM,Saturday March 27 2021
252,253,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa",10:49:59 AM,Saturday March 27 2021
253,254,Hendro Masori,Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up,10:48:56 AM,Saturday March 27 2021
254,255,Dessy Fang,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Klo sy jujur lebih kuat fear nya dr pd fomo,
Lbh gampang cutloss drpd TP krn panik.
Akibatnya keseringan abis cutloss eh malah terbang  

Trs akhirnya pelan2 belajar TA (walopn masih remahan rengginang) tp setidaknya portfolio ud much better",10:48:26 AM,Saturday March 27 2021
255,256,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
jgn lupa harus punya skill analisa sehingga bisa membuat konsensus yg bisa memutuskan utk mengambil kesimpulan buy, hold or sell",10:46:48 AM,Saturday March 27 2021
256,257,Hendro Masori,Sudah paham sebenernya resiko loss di saham itu ada. Tapi pada saat itu terjadi susah sekali untuk mengambil keputusan cut loss...,10:46:31 AM,Saturday March 27 2021
257,258,Hendro Masori,Hal yang paling susah buat traders memang admit bahwa kita salah entry dan lakukan CL.,10:45:33 AM,Saturday March 27 2021
258,259,Hendro Masori,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Ini yg saya lakukan selama ini dan juga pernah saya jelasin di grup ini.
",10:42:49 AM,Saturday March 27 2021
259,260,Benhan,"Membalas : Keren
Saya lagi mau coba ini di next trade: never average down. 
Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunity lain.

Contoh kalau kita cutloss 3% di 5 trade, next trade cukup 3 saja yg profit 5% untuk bayar balik lossnya (asumsi volumenya sama).
Dan di bullish market lebih besar chance profit tinggi tercapai.
Daripada menunggu arah harga saham berbalik sambil average down.
 When you buy or sell a stock and it does not act right immediately or start to move in your favor within a reasonable length of time, get out of it. Your judgment gets worse the longer you hold on and hope for the market to go your way, and at extremes you always do the wrong thing. It is much better to take a quick loss of 2, 3, or 5  points than to hold on and hope and eventually take anywhere from a 10 to a 50-point loss. 
 If stocks won t go your way, you must go their way.

Always go with the tide; never buck it. 

If you were on a railroad track and saw a train coming at 60 miles an hour, would you stand there and hope that the train would stop before it hit you, or would you hope that maybe you could knock it off the track? Of course you wouldn t. You would get out of the way and do it quick. 

You should do the same thing in the stock market -- Get out; let them go by, or get aboard and ride with them. ",10:36:33 AM,Saturday March 27 2021
260,261,Dessy Fang,"Membalas :  If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss? When thin
Keren",10:28:16 AM,Saturday March 27 2021
261,262,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ISAT :rocket:
 
kabisat = isat ya ??    ",10:14:28 AM,Saturday March 27 2021
262,263,Alfian,ISAT :rocket:,10:08:01 AM,Saturday March 27 2021
263,264,Hendro Masori,    ,9:58:53 AM,Saturday March 27 2021
264,265,Wan888,Wood,9:58:19 AM,Saturday March 27 2021
265,266,Billy,"Luck ganti ini aja  
Ini adalah foto",9:57:33 AM,Saturday March 27 2021
266,267,Bow,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Yaah udah ada SAMEnya ternyata.. Ga teliti.. Hahaha",9:57:14 AM,Saturday March 27 2021
267,268,Wan888,"Membalas : Luck di anulir hahaha
 ",9:57:05 AM,Saturday March 27 2021
268,269,Billy,"Membalas : Assa, same, luck, wiim
Luck di anulir hahaha",9:56:24 AM,Saturday March 27 2021
269,270,Bow,SAME SAME ya semua.. Selamat pagii juga..  ,9:55:39 AM,Saturday March 27 2021
270,271,Ferry Setiawan,"Hahaha... Siap hu, akhir akhir  ini sibuk kerjaan kantor jadi jarang keliling group tele     semoga nggak kelewat pas lagi adain voice chat ya hu",9:55:33 AM,Saturday March 27 2021
271,272,Wan888,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Assa, same, luck, wiim",9:55:30 AM,Saturday March 27 2021
272,273,Hendro Masori,"Jiaaahhhh
Topiknya bebasssss",9:52:12 AM,Saturday March 27 2021
273,274,Rui :rocket: :speedboat::dancer: ,"Membalas : GOOD morning ci :rocket:
Samelamat pyfagi koh    ... duh typo  :rocket::rocket:",9:49:33 AM,Saturday March 27 2021
274,275,Angga Bhara,Yukss mumpung hari libur qt wisata ke taman AGRO agar fress hari senin,9:48:34 AM,Saturday March 27 2021
275,276,Billy,"Membalas : Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir...        Pagi2 baca grup isinya bagus bagus
GOOD morning ci :rocket:",9:47:40 AM,Saturday March 27 2021
276,277,Hendro Masori,"Membalas : waduh kode  Envy  nih   
Hahahaha bukaaaan. Nanti ada yg beli pulak
Membalas : Pagi hu HM...  
Ini lain kali musti sharing next voice chat",9:46:25 AM,Saturday March 27 2021
