,judul,link,isi
178,"Mampu jaga margin laba di atas 15%, prospek Telkom (TLKM) ke depan tetap menarik",https://investasi.kontan.co.id/news/mampu-jaga-margin-laba-di-atas-15-prospek-telkom-tlkm-ke-depan-tetap-menarik,"KONTAN.CO.ID - JAKARTA. PT Telekomunikasi Indonesia Tbk (TLKM) diproyeksikan masih akan menjadi emiten paling unggul di sektor telko. Kemampuan TLKM dalam menjaga margin laba selalu dua digit tiap tahunnya, hingga kualitas jaringan yang paling baik menjadikan emiten ini punya prospek yang menarik pada tahun ini. Analis Samuel Sekuritas Selvi Ocktaviani mengatakan, TLKM pada tahun lalu berhasil memperbaiki kinerjanya. Salah satunya adalah berhasil merebut kembali pangsa pasar yang hilang dengan paket Unlimited dan Kuota Ketengan yang diluncurkan pada semester II-2020 telah membuahkan hasil. Jumlah pelanggan Telkomsel kembali ke level 170 juta per akhir September 2020, setelah sempat turun ke 160 juta pada Juni 2020.  “Kendati demikian, strategi penjualan yang agresif ini berdampak pada penurunan ARPU sebesar 7,9% secara kuartalan pada kuartal III-2020. Kami memperkirakan TLKM akan mengubah strategi dengan kembali berfokus pada kualitas pelanggan setelah jumlah pelanggan stabil dan sesuai target perusahaan,” kata Selvi kepada Kontan.co.id, Kamis (4/3). Selvi juga bilang, tak hanya berhasil menaikkan jumlah pelanggan Telkomsel, layanan Indihome milik TLKM juga terus menunjukkan tren positif setelah tumbuh 17,6% yoy pada sembilan bulan pertama tahun 2020 dengan porsi pendapatan mencapai 16% dari total pendapatan TLKM. Semula, kontribusi pendapatan Indihome hanya sebesar 13,5% dari total pendapatan TLKM pada 2019.  Jumlah pelanggan Indihome juga berhasil mengalami kenaikan menjadi 7,75 juta pada September 2020 atau naik 19,1% secara. Selvi memproyeksikan jumlah pelanggan Indihome  akan mencapai 8 juta pada 2020 dan kembali tumbuh menjadi 9 juta pada akhir tahun ini. “Dari sisi margin, TLKM merupakan satu-satunya emiten telko yang membukukan laba bersih yang stabil dengan margin di atas 15%. Pada 9M20, margin TLKM kembali ke angka 16,7% dan kami proyeksikan akan stabil di level 16% hingga akhir tahun 2020,” imbuh Selvi. Jika dibandingkan dengan peers, salah satu keunggulan TLKM menurut Selvi adalah kualitas jaringan yang dimiliki. Hal ini tercermin dari survey open signal pada Desember 2020 yang melaporkan Telkomsel masih menduduki peringkat pertama kecepatan download dan upload baik di jaringan 3G maupun 4G.  Selvi juga menyebut TLKM juga kerap membagikan dividen bagi pemegang sahamnya dengan dividen yield sekitar 5% sehingga ini menjadi nilai lebih. Apalagi, pada tahun ini TLKM akan mendapat sentimen positif dari potensi Initial Public Offering (IPO) anak usahanya yaitu Mitratel yang diproyeksi pada paruh kedua tahun ini. Selvi merekomendasikan buy saham TLKM dengan target harga Rp 4.300 per saham yang merefleksikan 6.5x perkiraan EV/EBITDA pada tahun 2021. Ia bilang, potensi risiko untuk TLKM akan berasal dari persaingan ketat antar operator yang berpotensi memicu perang harga.    "
179,"Rupiah kembali melemah ke RP 14.267 per dolar AS, ini sentimen yang mempengaruhinya",https://investasi.kontan.co.id/news/rupiah-kembali-melemah-ke-rp-14267-per-dolar-as-ini-sentimen-yang-mempengaruhinya,"KONTAN.CO.ID - JAKARTA. Rupiah kembali ditutup melemah atas dollar Amerika Serikat (AS) pada perdagangan hari ini (4/3). Mengutip Bloomberg, rupiah melemah 0,15% ke level Rp 14.267 per dolar AS. Hal berbeda terjadi pada rupiah di kurs tengah Bank Indonesia yang menguat 0,24% ke Rp 14.299 per dolar AS.  Direktur PT TRFX Garuda Berjangka Ibrahim Assuaibi mengatakan, pelemahan rupiah terjadi karena keberlanjutan pemulihan ekonomi AS. Selain itu, kenaikan pesat dalam yield US Treasury yang ikut mengerek dolar AS, membuat rupiah tak mampu bertahan. Yield US Treasury melejit berkat paket stimulus jumbo yang akan diberikan Joe Biden sebesar US$ 1,9 triliun tinggal selangkah lagi. Stimulus ini diprediksi akan kerek inflasi Negeri Paman Sam.  ""Kenaikan tersebut menyebabkan saham global terhenti pada reli mereka dan dolar melemah terhadap sebagian besar mata uang. Namun, seiring ketenangan terus kembali ke pasar, tampaknya dolar kembali dalam tren naik,"" kata Ibrahim.  Pelaku pasar kini menanti pidato Ketua Federal Reserve Jerome Powell untuk panduan kebijakan moneter bank sentral di masa depan.  Ibrahim pun memprediksi, pergerakan rupiah pada Jumat (5/3) masih fluktuasi walau punya potensi menguat tipis dalam rentang Rp 14.220-Rp 14.290 per dolar AS.      "
180,Proyek electric furnace milik Vale Indonesia (INCO) mundur,https://investasi.kontan.co.id/news/proyek-electric-furnace-milik-vale-indonesia-inco-mundur,"KONTAN.CO.ID - JAKARTA. Produksi nikel PT Vale Indonesia Tbk (INCO) tahun ini diperkirakan belum kembali pada level paling optimal. Kondisi ini disebabkan oleh tertundanya pembangunan kembali tungku elektrik atawa electric furnace (EF#4). INCO seharusnya memulai proyek tersebut pada Mei dan rampung pada November tahun ini. Tapi, material proyek dan tenaga ahli dari luar negeri telat didatangkan akibat dampak pandemi Covid-19. Manajemen INCO belum bisa memastikan kapan proyek tersebut bisa dimulai. ""Masih menunggu semua status kesiapan, akan kami umumkan segera,"" ujar Chief Financial Officer (CFO) INCO Bernardus Irmanto kepada Kontan.co.id, Kamis (4/3). INCO menyiapkan belanja modal atau capital expenditure (capex) sekitarUS$ 130 juta tahun ini. Sebagian besar capex digunakan untuk rebuild EF#4, pengembangan infrastruktur tambang, dan peremajaan alat. Bernadus belum mengonfirmasi apakah ada perubahan struktur capex seiring dengan penundaan rebuild tersebut. EF#4 sejatinya tidak sepenuhnya berhenti beroperasi. Namun, tenaga atau power fasilitas tersebut saat ini tidak bisa melebihi 60 megawatt (mw). ""Setelah rebuild, power bisa di atas 65mw. Sehingga, ini akan menambah kapasitas produksi,"" terang Bernardus. INCO memproduksi 72.237 metrik ton nikel dalam matte sepanjang 2020. Ini bukan pencapaian yang buruk. Tapi, INCO memiliki cita-cita mampu memproduksi 90.000 metrik ton nikel dalam matte dalam waktu dekat.    "
181,"Volume penjualan turun, berikut strategi HM Sampoerna (HMSP) di tahun 2021",https://investasi.kontan.co.id/news/volume-penjualan-turun-berikut-strategi-hm-sampoerna-hmsp-di-tahun-2021,"KONTAN.CO.ID - JAKARTA. PT HM Sampoerna Tbk (HMSP) tak dapat terhindar dari penurunan volume penjualan rokok di tengah pandemi Covid-19. Direktur Utama HM Sampoerna Mindaugas Trumpaitis dalam pertemuan dengan wartawan secara virtual mejelaskan, penurunan ekonomi Indonesia di tahun lalu juga dirasakan oleh industri rokok, yang masuk dalam bisnis barang konsumer. Di 2020, secara industri, volume penjualan rokok mengalami penurunan hampir 10%. ""Sedangkan volume penjualan HMSP di tahun lalu turun 19%. Namun untuk kinerja keuangan secara detail, harus menunggu laporan keuangan yang akan disampaikan segera,"" jelas Mindaugas, Kamis (4/3). Dalam menghadapi kondisi bisnis yang menantang, Mindaugas mengatakan, HMSP fokus pada empat hal yaitu kesehatan pekerja, keberlangsungan bisnis, dukungan untuk partner dan komunitas bisnis serta berinvestasi dalam kajian studi bisnis yang tepat untuk di masa datang. Lebih lanjut, Mindaugas menjamin bahwa HM Sampoerna tidak akan memangkas jumlah karyawan serta menjamin stabilitas finansial para pekerjanya. Artinya, gaji para karyawan akan tetap dibayarkan tepat waktu dan tidak ada pemangkasan. ""Dengan membuat karyawan bahagia dan merasa memiliki perusahaan, maka mereka bisa membantu bisnis HM Sampoerna,"" jelas dia. Dalam pertemuan virtual tersebut, Mindaugas juga menjawab pertanyaan mengenai dampak kebijakan cukai yang berlaku pada Februari 2021 terhadap penjualan HMSP. Mindaugas mengapresiasi keputusan yang diambil pemerintah untuk menunda pemberlakuan cukai selama satu bulan dan tidak mengenakan cukai pada seluruh golongan sigaret kretek tangan (SKT). Mindaugas menyatakan, HM Sampoerna akan mengambil peluang dari kebijakan tersebut. ""Soal rencana ekspansi, kami berterimakasih pada pemerintah tidak menaikkan cukai rokok kretek tangan yang melibatkan banyak pekerja dalam produksinya. Kebijakan ini akan memberikan kesempatan kami untuk pulih dan kami akan meningkatkan pekerja di kategori tersebut,"" jelasnya. Sementara itu, soal produk rokok elektronik Iqos milik HMSP, Mindaugas mengatakan, produk tersebut masih dalam tes pasar dan belum diluncurkan lantaran terhambat oleh pandemi Covid-19.      "
182,BNP Paribas targetkan AUM reksadana GCES USD tumbuh 15%-20% hingga akhir 2021,https://investasi.kontan.co.id/news/bnp-paribas-targetkan-aum-reksadana-gces-usd-tumbuh-15-20-hingga-akhir-2021,"KONTAN.CO.ID - JAKARTA. Minat terhadap reksadana berbasis Environmental, Sustainable, dan Governance (ESG) terus tumbuh tiap tahunnya. Tren pertumbuhan tak hanya terjadi di skala global, kini investor Indonesia juga semakin menaruh minat terhadap reksadana ini. Secara sederhana, investasi berbasis ESG adalah investasi yang memperhatikan dampak sosial dan lingkungan yang positif, di samping pengembalian (return) finansial. Implementasinya, investasi ini hanya dilakukan ke perusahaan-perusahaan yang lolos penilaian kriteria 3 aspek, yaitu ESG. Di Indonesia sendiri, salah satu indeks yang dijadikan untuk reksadana berbasis ESG adalah indeks SRI-KEHATI. Indeks ini mempunyai konstituen 25 emiten yang dianggap memenuhi penilaian oleh Yayasan KEHATI yakni social responsibility investing.  BNP Paribas Asset Management merupakan salah satu Manajer Investasi (MI) yang mengawali peluncuran produk reksadana berbasis ESG di Indonesia. BNP Paribas sendiri tercatat telah mempunyai tig reksadana dengan tema ESG termasuk reksadana onshore maupun offshore. Presiden Direktur BNP Paribas Priyo Santoso menuturkan, awal mula meluncurkan reksadana berbasis ESG memang ditujukan untuk menyasar pasar global. Hal ini tidak terlepas dari pada 2016 data-data di Indonesia belum mencukupi untuk BNP Paribas melakukan filtering ESG secara mandiri. “Pada prinsipnya, kami di BNP Paribas melakukan pemilihan untuk perusahaan dengan scoring ESG yang ketat karena mencerminkan manajemen risiko yang lebih baik. Perusahaan seperti ini pada umumnya memiliki fundamental dan ketahanan terhadap kompetisi yang kuat, sehingga memiliki prospek yang baik ke depannya,” kata Priyo kepada Kontan.co.id, Rabu (3/3). Priyo bilang, pemilihan dari proses skoring ini dilakukan sendiri oleh BNP Paribas dengan dukungan dari tim BNP Paribas global. Oleh karena itu, saham-saham di dalam reksadana berbasis ESG seperti BNP Paribas Cakra Syariah USD dan BNP Paribas Greater China Equity Syariah USD (BNP Paribas GCES) adalah saham-saham pilihan dengan ESG score yang tinggi, sesuai dengan kriteria dan standar BNP Paribas AM. Khusus soal BNP Paribas GCES, Priyo optimistis pasar China masih menyimpan peluang yang cukup besar bagi investor di Indonesia yang ingin melakukan diversifikasi investasi pasar modal yang masih under explored. CHina merupakan pusat perekonomian terbesar ke-2 berdasarkan PDB, dan pasar saham terbesar kedua di dunia, nilai kapitalisasi pasarnya saja sekitar US$ 12 triliun pada tahun 2020.  Apalagi, di tahun 2045 China berpotensi jadi ekonomi dunia nomor 1 sehingga pertumbuhan pasar China masih cukup besar. Sektor teknologi, peningkatan konsumsi, dan konsolidasi industri akan menjadi sektor penggerak pertumbuhan ekonomi sekaligus terus mendorong saham-saham emiten CHina untuk menjadi semakin dikenal dan diminati di dunia.  “BNP Paribas GCES ini merupakan paket 2-in-1 kalau boleh dibilang. Memberikan akses bagi investor Indonesia bagi potensi pertumbuhan pasar Cina, melalui investasi yang berprinsip, baik dari sisi kesesuaian dengan prinsip syariah maupun prinsip ESG,” imbuh Priyo. Terkait kinerja BNP Paribas GCES, Priyo mengatakan pihaknya tidak memberi proyeksi return karena memang akan sangat bergantung pada kondisi dan pergerakan pasar. Namun, untuk pertumbuhan AUM, BNP Paribas menargetkan BNP Paribas GCES tumbuh sekitar 15%-20% dari AUM akhir tahun 2020. Adapun secara umum, dana kelolaan untuk produk investasi berbasis ESG di BNP Paribas telah mengalami kenaikan dari EUR 62 miliar per Desember 2019 menjadi EUR 92 miliar per Desember 2020 di seluruh dunia.  Sementara untuk dana kelolaan reksadana berbasis ESG di Indonesia telah mencapai sekitar Rp 4 triliun per Desember 2020. Jumlah tersebut naik empat kali lipat dari Rp 927 miliar pada Desember 2019. Priyo menambahkan, BNP Paribas menargetkan pada akhir tahun nanti bisa membukukan kenaikan pertumbuhan total dana kelolaan hingga 10%. Adapun, per Desember 2020, dana kelolaan BNP Paribas tercatat sebesar Rp 25,78 triliun. “Untuk mencapai target tersebut, kami akan terus memberikan inovasi produk yang menarik yang dapat membantu investor menghadapi berbagai kondisi pasar. Kami mengedepankan 3 hal sebagai proposisi kami yaitu Innovation, Expertise, dan Socially Responsible. Kami melihat ada beberapa peluang investasi, sekarang kami sedang menyiapkan beberapa solusi untuk memanfaatkan peluang tersebut,” tutup Priyo.    "
183,Simak rekomendasi saham United Tractors (UNTR) dari sejumlah analis,https://investasi.kontan.co.id/news/simak-rekomendasi-saham-united-tractors-untr-dari-sejumlah-analis,"KONTAN.CO.ID - JAKARTA. PT United Tractors Tbk (UNTR) mengawali tahun 2021 dengan capaian yang cemerlang. Sejumlah lini bisnisnya mencatatkan capaian positif di Januari 2021, salah satunya adalah penjualan alat berat. Mengutip laporan bulanan di laman resminya, Kamis (4/3), UNTR membukukan penjualan alat berat merk Komatsu sebanyak 215 unit, atau naik 159% dari realisasi penjualan Desember 2020 yang hanya 83 unit. Analis BRI Danareksa Sekuritas Stefanus Darmagiri menyebut, pencapaian ini merupakan awal yang bagus bagi UNTR, dengan kontribusi penjualan yang lebih besar ke sektor pertambangan yakni sebesar 39%, naik dari sebelumnya yang hanya 27% pada Desember 2020. Angka penjualan tersebut berada di atas ekspektasi yang dipasang, dengan penjualan alat berat Komatsu diharapkan mencapai 1.700 unit pada tahun 2021. Penjualan emas UNTR juga tumbuh positif. Penjualan emas dari tambang emas Martabe mencapai 35.000 oz di Januari 2021, naik 66,6% dari realisasi penjualan pada Desember 2020 yang hanya 21.000 oz. Kepala Riset Mirae Asset Sekuritas Indonesia Hariyanto Wijaya menilai, segmen bisnis emas akan memberikan kontribusi yang lebih tinggi pada pendapatan konsolidasi UNTR. Hal ini karena hanya sekitar 20% dari target volume penjualan emas UNTR yang dilindungi nilai (hedging). Selain itu,  entitas usaha PT Astra International Tbk (ASII) ini juga menargetkan untuk memproduksi emas yang lebih tinggi di 2021, yakni 340.000 oz  dibandingkan dari capaian pada 2020 yang hanya 319.700 oz. Namun, bisnis kontraktor tambang batubara lewat anak usaha PT Pamapersada Nusantara mengalami penurunan. UNTR memproduksi batubara sebanyak 8,2 juta ton, menurun 17% secara bulanan dengan volume pengupasan lapisan (overburden removal) yang juga menurun 8,5% secara bulanan menjadi 56,9 juta bank cubic meter (bcm). Hariyanto menganalisis, turunnya segmen kontraktor pertambangan batubara  disebabkan oleh fenomena La Nina yang memicu curah hujan lebat, sehingga menyebabkan volume kontrak penambangan UNTR di awal tahun yang lemah. “Biro Meteorologi Australia memperkirakan cuaca akan kembali ke kondisi normal mulai Maret 2021, yang akan memulihkan volume kontrak penambangan UNTR dalam beberapa bulan mendatang,” tulis Hariyanto dalam riset, Selasa (2/3). Stefanus memperkirakan UNTR akan membukukan pendapatan yang lebih baik pada tahun 2021, yang didorong oleh pemulihan harga batubara yang akan berdampak pada volume penjualan Komatsu, dan kontrak pertambangan dengan ekspektasi diskon yang lebih rendah. Kenaikan kinerja juga disokong oleh volume penjualan emas yang lebih tinggi pada tahun 2021. BRI Danareksa Sekuritas mempertahankan rekomendasi beli (buy) saham UNTR dengan target harga Rp 33.000.  Sedangkan Mirae Asset Sekuritas Indonesia mempertahankan rekomendasi trading buy UNTR dengan target harga Rp 26.800. Pada perdagangan Kamis (4/3), saham UNTR ditutup melemah 1,87% ke level Rp 22.350 per saham. Saham UNTR diperdagangkan dengan price to earnings ratio (PER) 13,89 kali, dan dengan kapitalisasi pasar Rp 83,37 triliun.    "
184,"Dipengaruhi sentimen global, IHSG diprediksi lanjut melemah pada Jumat (5/3)",https://investasi.kontan.co.id/news/dipengaruhi-sentimen-global-ihsg-diprediksi-lanjut-melemah-pada-jumat-53,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup melemah 85,96 poin atau 1,35% ke level 6.290,79 pada perdagangan Kamis (4/3).  Analis Phintraco Sekuritas Valdy Kurniawan memproyeksikan, pelemahan IHSG masih akan berlanjut pada besok Jumat (5/3). IHSG diprediksi bergerak dengan level support 6.200 dan level resistance di 6.380.  ""Secara teknikal, perkiraan tersebut didasari salah satunya dari terbentuknya pola evening star seiring dengan pelemahan Kamis,"" ujarnya dalam riset yang diterima Kontan.co.id, Kamis (4/3).  Lebih lanjut Valdy bilang, pelemahan pada perdagangan hari Kamis mendorong terbentuknya sinyal death cross pada indikator Stochastic RSI dan MACD. Di sisi lain, sentimen eksternal yang mempengaruhi pergerakan IHSG besok adalah pelaku pasar yang kembali memperhatikan pergerakan yield US Treasury tenor 10 tahun dan perkembangan pembahasan Coronavirus Relief Bill senilai US$ 1,9 triliun oleh senat AS.  Masih dari Amerka Serikat (AS), sentimen  data initial jobless claims untuk pekan yang berakhir pada 27 Februari 2021 juga akan menjadi perhatian pelaku pasar.  Hal ini akan berpengaruh mengingat data sektor ketenagakerjaan menjadi salah satu pertimbangan The Fed dalam menentukan arah kebijakan ke depan.   ""Oleh sebab itu, jangan terlalu agresif melakukan akumulasi beli atau merespon peluang buy on support,"" imbuhnya.  Valdy juga merekomendasikan untuk memperhatikan potensi rebound pada saham-saham yang bergerak dalam fase konsolidasi di support area atau menunjukkan sinyal minor reversal, seperti ACES, AKRA, BBNI, SIDO dan AALI di perdagangan akhir pekan ini.     "
185,"Semakin diminati, industri reksadana berbasis ESG terus tumbuh",https://investasi.kontan.co.id/news/semakin-diminati-industri-reksadana-berbasis-esg-terus-tumbuh,"KONTAN.CO.ID - JAKARTA. Kesadaran akan pentingnya investasi yang berkelanjutan baik dari sisi dampak sosial, pengelolaan yang baik, hingga lingkungan semakin tinggi. Investasi yang berbasis Environment, Sosial, dan Governance (ESG) pun semakin diminati para investor. Hal ini bisa terlihat dari perkembangan reksadana berbasis ESG di Indonesia. Pada tahun lalu, dana kelolaan reksadana berbasis ESG mencapai Rp 3 triliun atau naik tajam dibanding 2019 yang hanya Rp 1,77 triliun. Begitupun dari sisi jumlah produk yang tersedia, naik dari 10 produk pada 2019 menjadi 14 produk pada 2020. Presiden Direktur BNP Paribas Asset Management Priyo Santoso mengatakan, investasi berbasis ESG menjadi sangat diminati dan populer karena adanya peningkatan awareness dari kalangan investor. Kriteria seperti perusahaan yang tidak merugikan lingkungan sekitarnya, bisa menyeimbangkan hak dan kewajiban karyawan, hingga tata kelola yang baik dan transparan jadi pertimbangan banyak investor dewasa ini. “Reksadana ESG tentu sudah memenuhi kriteria tersebut. Apalagi, secara historis, investasi berbasis ESG terbukti memberikan risk-adjusted return dan keberlangsungan investasi yang lebih baik secara jangka panjang,” kata Priyo kepada Kontan.co.id, Rabu (3/3). BNP Paribas sebagai pelopor manajer investasi (MI) yang mengusung reksadana ESG ingat betul sulitnya proses edukasi produk tersebut. Pada 2016 silam, lewat produk BNP Paribas Cakra Syariah USD, respons investor saat itu cenderung abai terhadap manfaat dan pentingnya filter ESG dalam berinvestasi. Namun, berkat proses edukasi yang terus-menerus, reksadana ESG perlahan mulai mendapat sambutan baik. Priyo juga menilai krisis akibat pandemi Covid-19 menjadi semacam wake up call bagi perusahaan di negara maju untuk lebih memikirkan apa dampak sosial setiap bisnis yang mereka lakukan, dan bagaimana menjaga keberlanjutannya. Ke depan, Priyo melihat minat terhadap produk berbasis ESG akan semakin tinggi. Ia berkaca dari hasil survei global yang dilakukan BNP Paribas Global selama pandemi kemarin. Mulai dari semakin meningkatnya pertimbangan aspek sosial sebanyak 20% sejak Covid-19 terjadi.  Lalu, sebanyak 79% responden setuju dengan mempertimbangkan aspek sosial, akan memberikan dampak positif juga bagi investasi jangka panjang dan manajemen risiko mereka. “Yang menarik juga, pertumbuhan sustainable investment ini yang menggerakkan adalah kelompok milenial. Berdasarkan data dari Morgan Stanley Institute tahun 2019, 95% milenial ini tertarik pada sustainable investment,” imbuh Priyo. Apalagi BEI pada akhir tahun lalu telah meluncurkan indeks ESG Leaders. Priyo meyakini ini akan jadi kunci penting yang bisa jadi terobosan baru bagi dunia investasi berbasis ESG di Indonesia. Menurutnya, hal tersebut akan meningkatkan minat para investor terutama investor asing terhadap saham-saham di Indonesia. Pasalnya, saat itu BNP Paribas bersama dengan Greenwich Associates pada Juli 2020 melakukan survei dan menemukan bahwa 42% responden menyampaikan hambatan investasi ESG karena kurangnya penerapan metric standar ESG. Oleh karena itu, hadirnya ESG Leaders akan menjawab kebutuhan tersebut. “BNP Paribas memiliki komitmen kuat terhadap sustainable investment tentunya akan terus mengedukasi pentingnya mempertimbangkan prinsip ESG dalam portofolio investasi untuk para investor. Kami bertujuan agar investor bisa mendapatkan sustainable long-term investment return atau imbal hasil investasi yang berkelanjutan dalam jangka panjang,” pungkas Priyo.      "
186,"7 Saham bank kena suspend, analis sarankan wait and see",https://investasi.kontan.co.id/news/7-saham-bank-kena-suspend-analis-sarankan-wait-and-see,"KONTAN.CO.ID - JAKARTA. Harga sejumlah saham bank kecil melonjak belakangan ini. Lonjakan harga saham membuat Bursa Efek Indonesia (BEI) pada Kamis (4/3), menghentikan sementara perdagangan 7 saham bank kecil. Head of Investment Research Infovesta Utama Wawan Hendrayana bilang, lonjakan harga saham di bank-bank kecil terjadi lantaran adanya spekulasi pasar. “Memang spekulasi bahwa para fintech terkait dompet digital akan memperluas usahanya dengan mengakuisisi bank kecil yang akan ditransformasikan ke bank digital. Umumnya akuisisi akan di atas nilai buku banknya. Seperti Bank Jago yang dua kali nilai buku,” ujar Wawan kepada Kontan.co.id pada Kamis (4/3). Wawan menilai, prospek bank digital memang terlihat cerah ke depannya. Namun investor perlu memahami agar bank digital diterima oleh masyarakat akan butuh waktu. Belum lagi banyaknya pemain akan mendorong terjadinya perang bakar uang untuk menarik minat pengguna baru. Lebih lanjut, ia menyatakan, pada tahap awal, fokus bank digital bukan profit tapi menambah jumlah nasabah. Bila akuisisi pengguna dinilai rampung, barulah bank digital akan kembali ke prospek pendapatan perusahaan. “Saat itu terjadi harga dengan valuasi mahal akan rentan sekali untuk terkena profit taking dan terkoreksi. Untuk yang tertarik pada bank digital kan ada bank besar yang punya anak usaha itu misalnya BBRI dan BBCA,” tambah Wawan. Ia juga melihat, bank kecil selama ini pun memiliki kinerja yang  biasa saja. Juga cenderung kurang likuid sahamnya. Ia mengingatkan risiko bagi investor yang masuk sekarang pada valuasi tinggi jika bank itu tidak  jadi diakuisisi. “Lebih baik wait and see untuk saat ini. Kalaupun mau masuk ya sebagai diversifikasi, jangan sebagai investasi utama. Secara fundamental emiten bank kecil itu kurang menarik, dengan permodalan yang cenderung kecil tekanan pandemi juga akan terasa,” jelas Wawan. Analis Pilarmas Investindo Sekuritas Okie Ardiastama juga menilai, kenaikan harga saham pada emiten bank kecil juga karena spekulasi. Lantaran pelaku pasar modal berekspektasi akan kebijakan dari Otoritas Jasa Keuangan (OJK) untuk melakukan penambahan modal inti. “OJK mengisyaratkan bank kecil untuk melakukan penambahan modal guna mendukung transformasi bisnis menjadi bank digital. Terdapat spekulasi dimana masuknya investor strategis dinilai dapat menaikkan nilai perusahaan,” kata Okie kepada Kontan.co.id pada Kamis (4/3). Oleh sebab itu, agar tidak terkena spekulasi, ia menyarankan bagi calon investor untuk melakukan perbandingan dari rasio keuangan emiten. Tujuannya agar bisa mengetahui valuasi emiten satu sama lain. “Sebaiknya saat ini wait and see dulu saja. Karena  dari segi valuasi sudah cukup premium,” tambahnya. "
187,Penjualan batubara dan emas United Tractors (UNTR) tumbuh positif di Januari 2021,https://investasi.kontan.co.id/news/penjualan-batubara-dan-emas-united-tractors-untr-tumbuh-positif-di-januari-2021,"KONTAN.CO.ID - JAKARTA. Secara bulanan, kinerja lini bisnis penjualan batubara dan emas PT United Tractors Tbk (UNTR) mengalami kenaikan. Di Januari 2021, UNTR membukukan penjualan batubara sebesar 1,61 juta ton melalui entita usahanya, Tuah Turangga Agung. Secara bulanan, realisasi ini melesat 59,42% dari penjualan pada Desember 2020 yang hanya 1,01 juta ton. 
Bahkan, penjualan di Januari 2021 melampaui penjualan pada periode yang sama tahun sebelumnya, yang hanya 752.000 ton. Alhasil, penjualan di Januari ini merupakan yang tertinggi sejak 2020. Mengutip laporan bulanan, dari total 1,61 juta ton batubara yang terjual, sebanyak 1,22 juta merupakan batubara thermal dan 386.000 ton merupakan batubara kokas (coking). Namun, bisnis kontraktor tambang batubara lewat anak usaha PT Pamapersada Nusantara mengalami penurunan. UNTR memproduksi batubara sebanyak 8,2 juta ton, turun 17% secara bulanan dengan volume pengupasan lapisan (overburden removal) yang juga menurun 8,5% secara bulanan menjadi 56,9 juta bank cubic meter (bcm). Sekretaris Perusahaan United Tractors Sara K. Loebis mengatakan, untuk segmen batubara di Januari 2021 sudah kembali mengikuti rencana produksi. 
“Jika Desember kemarin terlihat rendah/turun adalah karena tidak ada insentif untuk memproduksi lebih, jika target sudah tercapai sesuai kontrak,” terang Sara saat dihubungi Kontan.co.id, Kamis (4/3).   Penjualan batubara juga terbantu kelancaran transportasi sungai. Adapun lini bisnis penjualan batubara UNTR berhasil tumbuh positif tahun lalu. Sepanjang tahun 2020, UNTR menjual 9,25 juta ton batubara, atau naik 9,3% dari penjualan tahun lalu yang hanya 8,46 juta ton. Penjualan ini terdiri atas 7,3 juta batubara thermal dan 1,86 juta ton batubara kokas. Entitas usaha Grup Astra tersebut menargetkan penjualan masih bisa tumbuh ke kisaran 9,0 juta ton sampai 9,5 juta ton tahun ini. Sara menyebut, target maksimal 9,5 juta ton tersebut sudah termasuk target penjualan batubara kokas yang mencapai 2,3 juta ton. Selain lini bisnis batubara, tambang emas milik United Tractors yang dijalankan oleh anak usahanya, PT Agincourt Resources juga tumbuh positif. Penjualan emas dari tambang Emas Martabe mencapai 35.000 oz, naik 66,6% dari realisasi penjualan pada Desember 2020 yang hanya 21.000 oz. Bahkan, penjualan emas di Januari 2021 hampir menyamai pencapaian pada Januari 2020, yakni di angka 36.000 oz. “Penjualan emas kembali mengikuti ritme normal,” sambung dia. Tahun ini, UNTR menargetkan volume produksi  kembali normal ke kisaran 340.000 ons. Adapun UNTR akan melakukan pembaruan lindung nilai (hedging) terhadap 20% dari volume penjualan tahun ini.    "
